CpG,Beta,SE,P,StudyID
cg20070090,-0.075,0.01406,8.2e-08,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg18446336,-0.03,0.00684,1.2e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg03330678,-0.085,0.01688,5.4e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg04089901,-0.058,0.01168,7.8e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg22018051,-0.069,0.01362,4.3e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg21699330,-0.033,0.00688,2e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg17932662,-0.074,0.01865,7.5e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg26126740,0.072,0.01499,1.6e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg02705573,-0.039,0.00856,6.5e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg16449084,-0.068,0.01232,3.2e-08,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg16092017,0.048,0.01086,8.3e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg21047367,0.019,0.00466,4.7e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg16794579,-0.054,0.01238,1.1e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg26775866,-0.037,0.00876,2.7e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg23161492,-0.042,0.00696,1.9e-09,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg23527902,-0.085,0.01785,1.7e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg17925829,-0.074,0.01865,7.9e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg02641539,-0.041,0.01,4.2e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg02394698,-0.057,0.0114,6.8e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg11324953,-0.066,0.01277,2.7e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg00533390,-0.05,0.01203,3.1e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg17327067,-0.046,0.01161,6.5e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg07804470,-0.06,0.01293,4e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg20740903,-0.067,0.0164,4.9e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg15342087,-0.081,0.01033,6.7e-15,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg17329534,-0.047,0.00977,1.6e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg22501942,-0.059,0.01418,3.1e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg00909232,-0.052,0.01226,1.9e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg09662411,-0.033,0.00593,2.1e-08,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg11145461,-0.057,0.01109,3e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg06257058,-0.052,0.01244,3e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg25724895,-0.11,0.01874,5.1e-09,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg10001186,-0.043,0.01048,3.8e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg20782117,-0.052,0.01177,1.1e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg06071604,0.062,0.01501,3.2e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg00930606,-0.08,0.01596,5.9e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg01692968,-0.046,0.00804,1.3e-08,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg09852209,-0.074,0.0168,1.2e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg01594949,-0.047,0.01169,6.3e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg03672272,-0.084,0.01633,2.4e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg14414154,-0.072,0.01243,8.5e-09,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg12481212,-0.069,0.01396,8.5e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg02308232,-0.067,0.01321,3.4e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg02946885,-0.038,0.00883,1.6e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg00582663,-0.06,0.01319,4.7e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg01692842,-0.051,0.01256,4.5e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg09832245,-0.064,0.01391,4.3e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg15410835,-0.027,0.00462,3.9e-09,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg17657737,-0.058,0.01235,2.5e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg00453717,-0.049,0.01089,8.4e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg13072940,-0.056,0.01287,1.2e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg13039251,0.038,0.00638,3.4e-09,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg25149218,-0.053,0.012,1.1e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg09588020,-0.047,0.0116,6.1e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg12473916,-0.076,0.01421,1e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg09971811,-0.061,0.01084,1.7e-08,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg06680852,-0.039,0.00936,3.8e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg24866700,-0.075,0.01323,1.2e-08,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg14425733,-0.044,0.01125,8.8e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg05453411,-0.073,0.0143,3.5e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg08233235,-0.046,0.01069,1.4e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg02917867,-0.044,0.01133,9.1e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg13565499,-0.049,0.01192,3.6e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg03699843,-0.047,0.01103,2.4e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg11282718,-0.045,0.01064,2.6e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg14276557,-0.055,0.01163,2.2e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg02527527,-0.068,0.016,1.9e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg24067911,-0.056,0.0108,2.5e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg18642234,-0.11,0.01622,1.1e-11,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg04709771,-0.084,0.02082,5.6e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg15095917,-0.038,0.00874,1.5e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg15739581,-0.057,0.01284,7.7e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg01657995,-0.043,0.00749,7.4e-09,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg03889044,0.084,0.01894,8.9e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg08255481,0.054,0.01369,8.1e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg25305703,-0.04,0.00703,1.2e-08,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg08413427,-0.093,0.01956,2.2e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg24606533,-0.056,0.01405,6.9e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg07285167,-0.056,0.01358,4.2e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg04226002,-0.07,0.01567,8.9e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg16290996,-0.043,0.00825,2.1e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg05252264,-0.047,0.01135,3.9e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg04205769,-0.049,0.01098,9.1e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg06021088,-0.039,0.00977,7.2e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg27545615,-0.068,0.01133,2.2e-09,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg01949403,0.075,0.01479,4.4e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg09231741,0.067,0.01524,1.1e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg14989988,-0.073,0.01851,8.2e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg17073023,-0.047,0.01117,2.7e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg11163555,-0.055,0.01267,1.5e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg14464245,-0.091,0.01972,4.4e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg25344401,-0.055,0.01086,3.6e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg21698310,-0.033,0.00824,7.2e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg24681307,-0.058,0.01423,4e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg11314684,-0.045,0.0102,1.1e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg09646173,-0.05,0.0117,1.6e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg26058502,-0.054,0.01317,3.8e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg03638795,-0.047,0.00803,3.3e-09,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg19023589,-0.045,0.01096,4.4e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg23919111,-0.034,0.00826,3.5e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg12992827,-0.035,0.00863,5.7e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg05762878,-0.026,0.00616,1.9e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg15518883,0.068,0.017,6.5e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg20847110,-0.064,0.01518,2.5e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg20322193,-0.042,0.0081,2.1e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg07328519,-0.057,0.01278,8.9e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg25025545,-0.081,0.01372,3.2e-09,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg02729030,-0.051,0.01196,2.4e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg14547509,-0.048,0.01208,6.8e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg09046309,-0.046,0.01189,9.3e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg03358636,-0.041,0.00866,1.8e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg13008174,-0.078,0.01671,3.2e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg23916896,-0.038,0.00578,6.2e-11,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg05284742,-0.059,0.01362,1.5e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg18739675,-0.058,0.01177,8.9e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg01502428,-0.051,0.01289,8.5e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg24090911,-0.05,0.00826,1.5e-09,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg11705651,-0.038,0.00924,3.4e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg26666978,-0.052,0.01172,1e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg11494773,-0.034,0.00688,9.1e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg26164488,-0.068,0.01061,1.2e-10,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg23322172,0.038,0.00911,2.8e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg04891053,-0.066,0.01631,4.7e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg26963632,-0.049,0.01074,4.9e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg13393782,-0.071,0.01773,6e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg12836863,-0.055,0.01357,5.9e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg06829969,-0.04,0.00962,3.6e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg16234490,-0.071,0.01731,3.9e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg11080651,-0.048,0.01199,6e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg11357013,-0.071,0.01381,2.4e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg00578614,-0.06,0.01457,3.5e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg12360736,-0.042,0.00927,6.8e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg14580211,-0.089,0.01004,9.4e-19,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg13991834,-0.039,0.00878,9.7e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg03801286,-0.091,0.01596,1.1e-08,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg05206633,-0.036,0.00903,5.9e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg04177251,-0.079,0.01466,8.3e-08,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg13399816,-0.048,0.00838,1.1e-08,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg12339328,-0.064,0.0159,5.1e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg19235307,-0.072,0.01468,9e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg23416081,-0.055,0.01126,1.2e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg16323245,-0.049,0.01102,7.2e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg06226150,-0.045,0.01109,5.8e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg10012530,-0.056,0.01353,3.4e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg01858866,-0.053,0.01355,8.7e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg04039799,-0.05,0.01254,7.5e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg16647844,-0.058,0.01135,3.9e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg25235205,0.069,0.01576,1.1e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg16119613,-0.035,0.00844,3.7e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg09234599,-0.04,0.0085,2.2e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg16619991,-0.029,0.00756,9.6e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg13857354,-0.048,0.01033,2.7e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg19372602,-0.047,0.00946,6.5e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg18376497,-0.031,0.00701,8.2e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg09535475,-0.044,0.01107,8e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg19572487,-0.079,0.00895,1.1e-18,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg25989526,-0.056,0.01098,3.5e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg07626482,-0.064,0.01235,1.8e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg18506744,-0.049,0.00922,1.3e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg02147126,-0.083,0.01695,1.1e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg16688112,-0.042,0.00966,1.2e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg20612299,-0.046,0.01129,4.2e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg01357892,-0.046,0.01063,1.8e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg05980782,-0.056,0.01277,1.2e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg24404329,0.046,0.01158,8.4e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg17007896,-0.086,0.01818,2e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg22407942,-0.038,0.00641,4.3e-09,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg07561747,-0.084,0.01855,5.3e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg01662869,-0.071,0.01703,3.2e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg11703212,-0.064,0.01326,1.4e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg01015663,-0.071,0.01154,6.6e-10,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg23327334,-0.069,0.01286,7.7e-08,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg13918640,-0.077,0.01468,1.7e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg20831413,-0.038,0.00839,5.7e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg26470501,-0.075,0.01201,5.3e-10,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg17313269,-0.057,0.01111,2.9e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg18884741,-0.068,0.01585,1.7e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg00501876,-0.11,0.01619,1.1e-11,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg07824483,-0.075,0.01612,3.2e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg05436845,-0.086,0.01788,1.6e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg21703988,0.063,0.01589,6.8e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg07435237,-0.035,0.00898,8.4e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg06620016,-0.037,0.00829,7.3e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg13345299,-0.062,0.01243,7e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg13668129,-0.055,0.01142,1.3e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg04220930,-0.032,0.0072,6.9e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg19030554,-0.032,0.00644,7.4e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg04993279,-0.061,0.01359,6.6e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg15527515,-0.052,0.01177,1.1e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg21055554,-0.042,0.00953,1.3e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg17836612,0.05,0.01275,9.4e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg10325497,0.074,0.0173,2e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg01233897,-0.05,0.01219,4.6e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg02347984,-0.041,0.0096,2.1e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg25505880,-0.073,0.01547,2.3e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg10408430,0.069,0.01646,2.7e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg26930596,-0.077,0.0152,3.6e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg09553839,-0.059,0.01412,2.9e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg04794268,-0.053,0.01306,5.2e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg22156456,-0.038,0.00953,7e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg25076597,-0.016,0.00405,5.4e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg18263572,-0.061,0.01483,3.4e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg14258504,-0.037,0.00907,5.4e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg23928726,-0.038,0.0091,2.8e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg03139435,-0.043,0.00929,4.6e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg25139649,-0.046,0.00933,8e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg11606261,-0.052,0.01055,7.1e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg16558770,-0.057,0.0134,2.5e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg25699034,-0.045,0.01022,1.2e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg22396850,-0.077,0.01612,1.9e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg08698159,-0.036,0.00898,4.8e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg16256243,-0.057,0.0143,6.3e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg18858739,0.055,0.01388,6.9e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg13709639,-0.052,0.00921,1.7e-08,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg08284263,-0.029,0.00609,2.7e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg05951994,-0.021,0.00488,1.7e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg22006825,-0.062,0.01358,5e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg21745586,-0.042,0.01025,4.3e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg05492306,-0.045,0.0098,5.4e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg03005293,-0.063,0.01434,1.2e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg10440877,-0.051,0.01255,5.5e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg08998192,-0.046,0.01156,5.8e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg13300580,0.099,0.02173,5.9e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg25597390,-0.042,0.00812,2e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg17417856,-0.088,0.01233,1.3e-12,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg13995774,-0.06,0.0137,1.3e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg14624207,-0.12,0.01707,5.6e-13,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg22805381,-0.056,0.01094,3e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg00359365,-0.051,0.00979,1.5e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg21249659,-0.073,0.01349,5.3e-08,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg22824738,-0.068,0.01624,2.5e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg04946561,-0.061,0.01558,8.2e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg09037630,-0.048,0.00865,3.9e-08,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg18568335,-0.072,0.01637,1e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg07790752,-0.051,0.01157,9.5e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg22515987,0.051,0.01171,1.5e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg00252813,-0.054,0.00862,4.6e-10,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg00676801,0.058,0.01256,3.3e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg16163847,-0.051,0.0126,5.3e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg03698343,-0.092,0.02044,7.6e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg20244340,-0.034,0.00775,1.4e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg05853130,-0.026,0.00638,3.6e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg26478599,-0.047,0.01178,6.3e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg02556928,-0.035,0.00799,1.4e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg02336827,-0.043,0.01073,6e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg09210315,-0.043,0.01098,8.3e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
