CpG,Beta,SE,P,StudyID
cg22434506,0.029,0.00548,1.7e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg04115680,0.017,0.00386,1.1e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg00290506,0.024,0.00489,1.3e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg05513983,0.026,0.00487,1.3e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg02504211,0.036,0.00654,5.6e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg12349858,0.016,0.00319,4.2e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg08169864,0.025,0.00381,4.3e-11,Robert-F-Hillary_Incident_COPD_Basic_model
cg19986012,-0.025,0.00556,1e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg20585530,0.025,0.00405,3.4e-10,Robert-F-Hillary_Incident_COPD_Basic_model
cg13700197,0.009,0.00223,5.3e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg10205045,0.034,0.00528,2e-10,Robert-F-Hillary_Incident_COPD_Basic_model
cg06831576,0.026,0.00297,7e-18,Robert-F-Hillary_Incident_COPD_Basic_model
cg09698471,0.024,0.00436,2.8e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg18529845,0.017,0.0034,6.2e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg08857729,0.033,0.00436,2.7e-14,Robert-F-Hillary_Incident_COPD_Basic_model
cg05686497,0.024,0.00291,9.2e-17,Robert-F-Hillary_Incident_COPD_Basic_model
cg06260709,-0.021,0.00477,7.4e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg26170805,0.02,0.00387,1.6e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg09017434,0.026,0.0031,7.1e-17,Robert-F-Hillary_Incident_COPD_Basic_model
cg19429281,0.016,0.00239,4e-11,Robert-F-Hillary_Incident_COPD_Basic_model
cg22455914,0.023,0.00283,5.3e-16,Robert-F-Hillary_Incident_COPD_Basic_model
cg08935299,-0.027,0.00597,7.1e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg07675998,0.028,0.0038,1.8e-13,Robert-F-Hillary_Incident_COPD_Basic_model
cg13071729,0.033,0.00426,2.4e-14,Robert-F-Hillary_Incident_COPD_Basic_model
cg24927800,0.015,0.00381,6.6e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg04079779,-0.013,0.00295,1.3e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg05200057,-0.027,0.00608,7.5e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg27457201,0.025,0.00558,5.8e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg20820063,0.026,0.00356,3.7e-13,Robert-F-Hillary_Incident_COPD_Basic_model
cg20618622,0.025,0.00489,2.1e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg04944536,0.041,0.00683,1.7e-09,Robert-F-Hillary_Incident_COPD_Basic_model
cg20217649,-0.026,0.00447,8.3e-09,Robert-F-Hillary_Incident_COPD_Basic_model
cg01963134,0.017,0.00411,3e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg09084391,-0.02,0.00345,8.8e-09,Robert-F-Hillary_Incident_COPD_Basic_model
cg02384967,0.021,0.00457,5.8e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg12422154,-0.022,0.00407,1.1e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg24151352,0.019,0.00331,9.7e-09,Robert-F-Hillary_Incident_COPD_Basic_model
cg23359665,-0.026,0.00319,7e-16,Robert-F-Hillary_Incident_COPD_Basic_model
cg03506640,0.022,0.003,4.9e-13,Robert-F-Hillary_Incident_COPD_Basic_model
cg09418283,0.02,0.00409,6.8e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg20029347,0.021,0.00405,1.2e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg25331703,0.019,0.00398,3.4e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg00415665,0.021,0.00428,1.6e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg19769147,0.038,0.00813,3.2e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg07733446,0.026,0.00372,3.6e-12,Robert-F-Hillary_Incident_COPD_Basic_model
cg17405234,0.012,0.00261,2.5e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg17380661,0.025,0.00436,1.7e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg17900199,-0.048,0.00661,5e-13,Robert-F-Hillary_Incident_COPD_Basic_model
cg24004483,-0.031,0.00506,1.3e-09,Robert-F-Hillary_Incident_COPD_Basic_model
cg08399733,0.023,0.00548,2.2e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg00034336,-0.036,0.00465,2.2e-14,Robert-F-Hillary_Incident_COPD_Basic_model
cg19951424,-0.024,0.0062,9.7e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg18987410,0.013,0.00269,5.4e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg14062119,0.023,0.00387,2e-09,Robert-F-Hillary_Incident_COPD_Basic_model
cg20340508,0.018,0.00452,5.2e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg02481934,-0.035,0.00469,4.3e-14,Robert-F-Hillary_Incident_COPD_Basic_model
cg05951860,0.033,0.00383,1.7e-17,Robert-F-Hillary_Incident_COPD_Basic_model
cg02787737,0.031,0.00486,2e-10,Robert-F-Hillary_Incident_COPD_Basic_model
cg09071838,-0.031,0.0067,3.2e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg02745211,0.021,0.00313,3e-11,Robert-F-Hillary_Incident_COPD_Basic_model
cg05957567,0.035,0.00801,1.4e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg11390978,-0.048,0.00568,2.8e-17,Robert-F-Hillary_Incident_COPD_Basic_model
cg05374956,0.022,0.00538,3.1e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg22635676,0.011,0.00129,2.5e-18,Robert-F-Hillary_Incident_COPD_Basic_model
cg24704123,0.029,0.00516,1.3e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg08964780,0.021,0.00339,4.7e-10,Robert-F-Hillary_Incident_COPD_Basic_model
cg01139861,-0.013,0.00295,1.2e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg26337070,-0.04,0.00425,2.6e-21,Robert-F-Hillary_Incident_COPD_Basic_model
cg24891539,0.018,0.00376,2.1e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg23906738,0.018,0.00377,1.2e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg19516340,-0.036,0.00521,8.7e-12,Robert-F-Hillary_Incident_COPD_Basic_model
cg09099830,-0.066,0.00612,1.1e-26,Robert-F-Hillary_Incident_COPD_Basic_model
cg27513979,0.023,0.00535,1.4e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg02838178,0.023,0.00453,5.7e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg01743841,0.018,0.00373,1e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg18020065,-0.022,0.00357,8e-10,Robert-F-Hillary_Incident_COPD_Basic_model
cg04733537,0.029,0.00569,3e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg23665778,0.017,0.00356,1.5e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg26325335,0.014,0.00293,3.7e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg23366493,0.018,0.0043,2.7e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg05133205,-0.017,0.00432,8e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg20593826,-0.016,0.00332,1.8e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg00233028,-0.02,0.00381,2.5e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg23248357,0.027,0.00432,3.1e-10,Robert-F-Hillary_Incident_COPD_Basic_model
cg20698421,-0.016,0.00319,9.6e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg22763718,0.022,0.00514,1.7e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg17929687,0.022,0.00402,2.2e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg25325005,-0.03,0.00481,7.9e-10,Robert-F-Hillary_Incident_COPD_Basic_model
cg26595278,0.025,0.00497,5.3e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg10250663,0.022,0.00384,1.5e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg11217193,0.028,0.00495,1.2e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg13555415,0.024,0.00345,7.9e-12,Robert-F-Hillary_Incident_COPD_Basic_model
cg21248554,0.01,0.00237,1.9e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg15330117,0.017,0.00407,2.7e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg06629130,0.019,0.00366,3.4e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg07857792,0.02,0.00461,1.8e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg05241461,0.0099,0.00248,6.6e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg10174867,0.025,0.00326,1.5e-14,Robert-F-Hillary_Incident_COPD_Basic_model
cg08570691,-0.021,0.00415,3.9e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg17298279,-0.04,0.0061,9.4e-11,Robert-F-Hillary_Incident_COPD_Basic_model
cg19542849,-0.025,0.00364,6.5e-12,Robert-F-Hillary_Incident_COPD_Basic_model
cg18525352,0.023,0.00409,1.7e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg24221648,0.018,0.00405,1e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg00637687,0.024,0.00523,4.4e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg07067171,0.024,0.00581,4.6e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg10435235,-0.018,0.00447,6.7e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg15483436,0.039,0.00589,3.8e-11,Robert-F-Hillary_Incident_COPD_Basic_model
cg07697895,0.022,0.00299,1.5e-13,Robert-F-Hillary_Incident_COPD_Basic_model
cg26648465,0.025,0.00417,1.8e-09,Robert-F-Hillary_Incident_COPD_Basic_model
cg04635642,0.018,0.00396,5.7e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg11357670,-0.023,0.00568,5.3e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg12728588,0.036,0.00618,4.1e-09,Robert-F-Hillary_Incident_COPD_Basic_model
cg25593631,-0.042,0.00607,2.9e-12,Robert-F-Hillary_Incident_COPD_Basic_model
cg18082788,-0.01,0.00252,6e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg25308508,0.02,0.00477,2.9e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg22235407,-0.03,0.00606,8.5e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg08593261,0.022,0.00429,2.1e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg03943218,0.024,0.00531,8e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg20720059,0.018,0.00255,4.9e-13,Robert-F-Hillary_Incident_COPD_Basic_model
cg25307168,0.021,0.0029,4.4e-13,Robert-F-Hillary_Incident_COPD_Basic_model
cg13996405,0.017,0.00302,1.1e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg17768491,0.018,0.00307,9e-09,Robert-F-Hillary_Incident_COPD_Basic_model
cg01780493,0.023,0.00476,2e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg08478074,0.022,0.00546,3.9e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg14020052,0.023,0.00495,3.8e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg00116430,-0.031,0.00434,4.7e-13,Robert-F-Hillary_Incident_COPD_Basic_model
cg14120129,0.015,0.00237,3.2e-10,Robert-F-Hillary_Incident_COPD_Basic_model
cg25737313,-0.04,0.00468,6.7e-18,Robert-F-Hillary_Incident_COPD_Basic_model
cg04085571,-0.019,0.00415,3.4e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg16190732,0.023,0.00327,2.3e-12,Robert-F-Hillary_Incident_COPD_Basic_model
cg24420089,0.04,0.00656,1.3e-09,Robert-F-Hillary_Incident_COPD_Basic_model
cg12873476,-0.054,0.00495,8e-28,Robert-F-Hillary_Incident_COPD_Basic_model
cg15277311,-0.019,0.00441,1.2e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg16521917,0.02,0.00345,1.2e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg16668359,0.021,0.00379,3.4e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg09929238,0.034,0.00498,7.9e-12,Robert-F-Hillary_Incident_COPD_Basic_model
cg22562942,0.018,0.00292,2.7e-10,Robert-F-Hillary_Incident_COPD_Basic_model
cg02759110,0.019,0.00432,1.4e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg13944175,0.022,0.00326,2.8e-11,Robert-F-Hillary_Incident_COPD_Basic_model
cg20513976,0.035,0.00636,4.4e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg04847920,0.016,0.00405,8.1e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg20779964,0.023,0.00395,4.2e-09,Robert-F-Hillary_Incident_COPD_Basic_model
cg22240472,0.022,0.00511,1.2e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg26332488,0.024,0.0046,3e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg22702328,0.036,0.00475,3e-14,Robert-F-Hillary_Incident_COPD_Basic_model
cg07195011,0.015,0.00364,6.6e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg13578465,0.016,0.00377,3.7e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg00003298,0.024,0.00371,4.7e-11,Robert-F-Hillary_Incident_COPD_Basic_model
cg13539545,0.024,0.00427,3.5e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg08427928,0.022,0.00367,3.7e-09,Robert-F-Hillary_Incident_COPD_Basic_model
cg02908900,0.027,0.00457,2.4e-09,Robert-F-Hillary_Incident_COPD_Basic_model
cg25670685,0.029,0.0052,3.5e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg10911054,-0.033,0.00583,2.5e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg04330884,-0.028,0.00525,8e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg09805010,0.019,0.00303,3.6e-10,Robert-F-Hillary_Incident_COPD_Basic_model
cg00529946,-0.021,0.00473,6.4e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg23771603,0.025,0.00323,9.4e-15,Robert-F-Hillary_Incident_COPD_Basic_model
cg07060551,0.024,0.0041,3.2e-09,Robert-F-Hillary_Incident_COPD_Basic_model
cg02914422,0.011,0.0023,7.8e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg26393015,0.019,0.00428,1.1e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg24374738,0.021,0.0031,5e-12,Robert-F-Hillary_Incident_COPD_Basic_model
cg02305765,0.013,0.00305,1.5e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg23281154,0.023,0.00415,2.3e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg18896032,-0.036,0.00448,4.1e-16,Robert-F-Hillary_Incident_COPD_Basic_model
cg03738025,0.031,0.00444,5.2e-12,Robert-F-Hillary_Incident_COPD_Basic_model
cg07108579,0.02,0.00496,5.4e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg01207684,-0.043,0.00429,1.3e-23,Robert-F-Hillary_Incident_COPD_Basic_model
cg19547629,0.018,0.00437,5e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg19579005,-0.014,0.00264,1.4e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg12258785,0.019,0.00437,1.1e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg10615591,0.017,0.00412,3.5e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg03070297,0.017,0.00248,2.6e-12,Robert-F-Hillary_Incident_COPD_Basic_model
cg02583418,0.019,0.00302,6.2e-10,Robert-F-Hillary_Incident_COPD_Basic_model
cg21816308,0.021,0.00286,2.2e-13,Robert-F-Hillary_Incident_COPD_Basic_model
cg20769177,0.014,0.00281,4.3e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg00197313,0.017,0.00416,3.4e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg20806172,-0.037,0.00772,1.5e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg23795217,0.024,0.00502,1.9e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg00924143,0.021,0.00507,2.6e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg22721334,0.014,0.00204,2.3e-12,Robert-F-Hillary_Incident_COPD_Basic_model
cg07074042,-0.022,0.0054,6.5e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg14060496,0.034,0.0045,1e-13,Robert-F-Hillary_Incident_COPD_Basic_model
cg11183072,0.028,0.00539,2.3e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg24047259,-0.028,0.00577,1.3e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg17037282,0.026,0.00351,4.8e-14,Robert-F-Hillary_Incident_COPD_Basic_model
cg07482935,0.022,0.00434,2.8e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg02800810,0.028,0.00453,1.1e-09,Robert-F-Hillary_Incident_COPD_Basic_model
cg16572375,0.023,0.00385,3.2e-09,Robert-F-Hillary_Incident_COPD_Basic_model
cg26573274,0.028,0.00454,1.2e-09,Robert-F-Hillary_Incident_COPD_Basic_model
cg12877723,0.022,0.00378,8.5e-09,Robert-F-Hillary_Incident_COPD_Basic_model
cg08858649,0.016,0.00375,1.5e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg04037038,0.013,0.00292,1.8e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg25324105,0.017,0.00348,1.4e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg12648201,0.0075,0.00185,5.2e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg18476766,0.02,0.00386,1.5e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg01592687,-0.07,0.00786,7e-19,Robert-F-Hillary_Incident_COPD_Basic_model
cg13524082,0.023,0.00545,3.1e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg14907769,0.031,0.00527,3.6e-09,Robert-F-Hillary_Incident_COPD_Basic_model
cg00094734,-0.043,0.00587,3.4e-13,Robert-F-Hillary_Incident_COPD_Basic_model
cg15310492,0.023,0.00355,1.2e-10,Robert-F-Hillary_Incident_COPD_Basic_model
cg21093166,0.019,0.00406,1.6e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg15316508,-0.015,0.0034,1.9e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg01287132,0.025,0.00461,5.1e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg05656688,-0.048,0.00583,1.4e-16,Robert-F-Hillary_Incident_COPD_Basic_model
cg23175023,-0.031,0.00668,3.2e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg00976097,0.013,0.00164,2.2e-14,Robert-F-Hillary_Incident_COPD_Basic_model
cg21200129,0.025,0.00365,1.1e-11,Robert-F-Hillary_Incident_COPD_Basic_model
cg15074033,0.041,0.00355,2.2e-30,Robert-F-Hillary_Incident_COPD_Basic_model
cg23144445,-0.022,0.00531,2.7e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg15690475,0.017,0.00424,5.9e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg20634442,0.023,0.0045,5.7e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg07979747,0.014,0.00313,6e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg13673833,0.022,0.00505,1.6e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg27150870,-0.029,0.00515,2.3e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg21566642,-0.085,0.00286,5.6e-189,Robert-F-Hillary_Incident_COPD_Basic_model
cg04981088,0.018,0.0035,1.7e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg13021409,-0.02,0.00485,3.6e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg17275700,0.017,0.00266,3.6e-10,Robert-F-Hillary_Incident_COPD_Basic_model
cg00123055,0.025,0.0041,8.5e-10,Robert-F-Hillary_Incident_COPD_Basic_model
cg08566455,0.016,0.00337,1.6e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg05347845,0.015,0.00374,8.9e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg05204798,0.017,0.00343,6.4e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg19990744,0.025,0.00386,1.6e-10,Robert-F-Hillary_Incident_COPD_Basic_model
cg08712866,0.021,0.00372,1.8e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg24540913,-0.023,0.00535,2.2e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg10978355,0.042,0.00584,7.6e-13,Robert-F-Hillary_Incident_COPD_Basic_model
cg01966117,-0.039,0.00642,1.3e-09,Robert-F-Hillary_Incident_COPD_Basic_model
cg00295572,0.021,0.00347,2.6e-09,Robert-F-Hillary_Incident_COPD_Basic_model
cg07649491,0.015,0.00365,5e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg00076538,0.028,0.00549,3.9e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg15835718,-0.028,0.00716,8.4e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg23825480,0.041,0.00608,2.5e-11,Robert-F-Hillary_Incident_COPD_Basic_model
cg27392792,0.02,0.00354,1.9e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg15677087,-0.015,0.00387,6.4e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg20255370,0.0079,0.00169,2.6e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg03547745,0.02,0.00441,8.5e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg25973534,0.025,0.00448,2.2e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg05399785,0.034,0.0051,4.6e-11,Robert-F-Hillary_Incident_COPD_Basic_model
cg09238801,-0.044,0.00577,1.3e-14,Robert-F-Hillary_Incident_COPD_Basic_model
cg26170604,0.024,0.00385,2.3e-10,Robert-F-Hillary_Incident_COPD_Basic_model
cg11377136,0.019,0.00388,1.5e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg23925513,-0.035,0.00748,3.4e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg15531369,-0.059,0.00814,6.8e-13,Robert-F-Hillary_Incident_COPD_Basic_model
cg23621097,0.036,0.0032,7.6e-29,Robert-F-Hillary_Incident_COPD_Basic_model
cg14987354,-0.021,0.00482,1.8e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg09596674,0.028,0.00622,7.1e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg16489193,-0.021,0.00529,7.4e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg09479650,0.031,0.00596,2.1e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg24430034,0.024,0.00381,2.4e-10,Robert-F-Hillary_Incident_COPD_Basic_model
cg00329270,0.024,0.00473,3.3e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg18778433,0.022,0.0028,2.4e-15,Robert-F-Hillary_Incident_COPD_Basic_model
cg21117476,0.024,0.00355,7.4e-12,Robert-F-Hillary_Incident_COPD_Basic_model
cg02401454,0.024,0.00439,6.6e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg22902534,-0.028,0.00679,3.3e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg07116631,0.021,0.00401,1e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg10282162,0.023,0.00332,1.1e-11,Robert-F-Hillary_Incident_COPD_Basic_model
cg18432099,0.026,0.00388,1.5e-11,Robert-F-Hillary_Incident_COPD_Basic_model
cg13819552,-0.043,0.01015,2.3e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg14673256,0.024,0.00403,2.9e-09,Robert-F-Hillary_Incident_COPD_Basic_model
cg07638500,-0.048,0.00831,1.1e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg06698575,0.027,0.00479,2.8e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg26283480,-0.027,0.00649,3.5e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg15309006,0.02,0.00369,3.3e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg11848928,-0.026,0.00647,7.5e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg01268763,-0.041,0.00459,4.8e-19,Robert-F-Hillary_Incident_COPD_Basic_model
cg10865498,0.036,0.00899,6.7e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg12664209,0.02,0.00224,1.5e-18,Robert-F-Hillary_Incident_COPD_Basic_model
cg12387713,0.022,0.00324,1.7e-11,Robert-F-Hillary_Incident_COPD_Basic_model
cg01718447,0.019,0.00467,4.2e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg07974504,-0.0065,0.00164,7.4e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg09248345,0.019,0.00439,1.2e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg00397673,0.022,0.00391,3.7e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg15007228,-0.033,0.00801,4.7e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg07162320,-0.027,0.00517,1.9e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg18632135,-0.027,0.00523,3.5e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg08149865,-0.071,0.00723,1.3e-22,Robert-F-Hillary_Incident_COPD_Basic_model
cg00460916,-0.033,0.00514,9.8e-11,Robert-F-Hillary_Incident_COPD_Basic_model
cg00384539,0.021,0.00414,2.6e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg18794839,0.019,0.00266,3.3e-13,Robert-F-Hillary_Incident_COPD_Basic_model
cg15452970,0.027,0.00465,5.3e-09,Robert-F-Hillary_Incident_COPD_Basic_model
cg02380595,-0.017,0.00356,2.3e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg23950233,-0.017,0.00324,3.4e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg14891209,0.028,0.00439,1.4e-10,Robert-F-Hillary_Incident_COPD_Basic_model
cg21402921,0.017,0.00215,4.4e-15,Robert-F-Hillary_Incident_COPD_Basic_model
cg22156700,0.028,0.00553,3.3e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg14631386,0.023,0.00411,3.1e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg27655158,0.01,0.00259,7.7e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg25611057,-0.037,0.00502,1e-13,Robert-F-Hillary_Incident_COPD_Basic_model
cg07219769,-0.018,0.00422,3.2e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg22587479,0.018,0.00273,1.4e-10,Robert-F-Hillary_Incident_COPD_Basic_model
cg14824901,0.018,0.00288,2.4e-10,Robert-F-Hillary_Incident_COPD_Basic_model
cg09022943,0.021,0.00528,9.2e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg12984905,0.012,0.00282,1.4e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg00944599,-0.028,0.00551,2.5e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg07996594,-0.016,0.00357,5.4e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg16700392,0.021,0.00311,5e-12,Robert-F-Hillary_Incident_COPD_Basic_model
cg17246140,0.013,0.00273,7.8e-07,Robert-F-Hillary_Incident_COPD_Basic_model
