CpG,Beta,SE,P,StudyID
cg26172342,0.026,0.00657,5.7e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg08647039,0.022,0.00469,3e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg03313271,-0.026,0.00665,9.1e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg11693709,-0.028,0.0058,1e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg01952185,0.021,0.00473,1.1e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg24321297,0.039,0.00963,5.6e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg15330298,-0.036,0.00782,5.5e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg01770019,0.054,0.0104,2.6e-07,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg14336501,0.018,0.00406,1.1e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg13803234,0.036,0.00727,7.2e-07,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg16277071,0.049,0.00965,3.9e-07,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
