CpG,Beta,SE,P,StudyID
cg20488123,0.033,,3.8e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg24166100,0.033,,1.1e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg00139242,0.013,,3e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg02454536,0.038,,5.3e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg06535156,0.039,,1.1e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg26846781,0.024,,3.9e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg08822136,0.046,,1.1e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg10621012,0.024,,4.2e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg15553397,0.026,,3.6e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg24951886,0.048,,2.1e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg21908886,-0.025,,6e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg18376497,-0.046,,4.7e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg27128761,0.037,,1.1e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg08423142,-0.027,,1.7e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg24995976,0.031,,7.6e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg26725076,-0.04,,1.5e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg04287259,0.037,,2.2e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg12596692,-0.018,,1.2e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg21416544,0.038,,2.9e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg20981615,0.03,,1.5e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg03497652,0.049,,7.2e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg17254383,-0.035,,4.9e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg02423534,0.03,,2.6e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg15112006,0.021,,7.4e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg01350996,0.028,,2.9e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg15550398,0.013,,1.9e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg07196577,0.033,,7.4e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg24160243,0.053,,1.3e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg09417209,-0.029,,5.6e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg00295485,0.039,,5.8e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg03427849,0.046,,1.5e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg13522406,0.037,,5.7e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg23038277,0.034,,3.3e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg27246571,0.052,,2.2e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg25291653,0.02,,2.5e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg12257439,0.025,,9.9e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg05622438,0.03,,4.6e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg15928106,-0.091,,3.9e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg20594765,0.029,,2.3e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg19574915,0.044,,5.8e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg23729283,0.033,,5.8e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg22082015,0.029,,3.8e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg09221482,0.025,,1.7e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg20401130,0.024,,5.6e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg26804423,0.037,,2.1e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg25551219,0.024,,9.4e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg19122402,0.028,,5.5e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg08929197,0.029,,2.2e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg23429047,0.022,,1.7e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg01281718,0.038,,1e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg25790365,0.034,,1.6e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg21382567,0.032,,6.4e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg09106932,-0.036,,6.4e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg09004241,0.038,,6.4e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg03218374,0.033,,2.7e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg17706411,0.045,,3.9e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg26955383,0.041,,3.3e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg24394336,0.029,,4.2e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg05163509,0.028,,5.1e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg13315706,0.042,,1.6e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg02039987,0.033,,5.3e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg23036452,0.051,,6.7e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg02909097,0.037,,8.7e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg02715602,0.05,,7.1e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg02155398,0.019,,3.7e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg01936839,-0.037,,1.9e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg02869235,0.052,,6.9e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg15815084,-0.059,,3.6e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg12229367,0.03,,8.6e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg06629713,0.019,,1.8e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg25132241,0.029,,6.1e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg15582707,0.021,,3.3e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg08298591,0.028,,2e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg00957580,0.038,,6e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg21641573,0.021,,9.8e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg19818308,0.035,,7.1e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg12332239,0.033,,5.8e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg07058694,0.039,,7.6e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg20510033,-0.041,,2.3e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg13492133,0.021,,5.5e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg00812761,0.035,,5.2e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg25283432,0.015,,2.8e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg19070398,0.064,,4.7e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg26578983,0.043,,6.6e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg01403532,0.029,,7.9e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg05279866,0.044,,2.7e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg21411490,-0.006,,9.1e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg10241823,0.043,,6.3e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg08281590,0.012,,4.7e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg14868222,0.028,,6.4e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg26680989,0.038,,3.9e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg02264895,0.034,,7.3e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg26540004,0.042,,5.9e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg07026910,0.032,,1.9e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg17927313,0.018,,5.2e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg11684450,0.04,,2.3e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg17489748,-0.017,,1.9e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg27589742,0.073,,4.6e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg03481855,0.021,,5.3e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg25690897,0.053,,4.6e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg20338754,0.036,,6.7e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg06494185,0.035,,3.3e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg25356736,0.033,,3.8e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg27064708,-0.034,,3.7e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg01774027,-0.03,,7.1e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg24628310,0.036,,7.4e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg13471521,0.034,,8e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg06103243,-0.022,,6.5e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg22840076,0.035,,1.9e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg07710211,0.047,,3.4e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg21124940,0.026,,2.1e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg05931265,0.015,,5.9e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg00986580,0.049,,6.8e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg20025658,0.031,,6.5e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg17496887,0.036,,5.3e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg08182171,0.031,,3e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg16847760,0.043,,5.2e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg26188726,0.036,,3.4e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg23470227,0.039,,9.1e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg14622996,0.028,,9.2e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg09766547,0.046,,5.6e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg10180440,-0.044,,3.7e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg10813980,0.039,,6.2e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg11739399,0.035,,3.7e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg24667510,0.027,,2.6e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg20458044,-0.025,,8.3e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg14242207,0.028,,5.4e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg01153613,0.037,,9.7e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg09849319,0.044,,9.3e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
