CpG,Beta,SE,P,StudyID
cg24394891,-0.031,,3.9e-05,30779925_Somineni-H_crohn_s_disease
cg19818308,0.036,,3.9e-05,30779925_Somineni-H_crohn_s_disease
cg12332239,0.033,,4.1e-05,30779925_Somineni-H_crohn_s_disease
cg18765405,-0.023,,4.2e-05,30779925_Somineni-H_crohn_s_disease
cg15099037,0.028,,4.3e-05,30779925_Somineni-H_crohn_s_disease
cg20871826,0.021,,4.4e-05,30779925_Somineni-H_crohn_s_disease
cg07058694,0.039,,4.4e-05,30779925_Somineni-H_crohn_s_disease
cg11164649,0.043,,4.4e-05,30779925_Somineni-H_crohn_s_disease
cg27302263,0.034,,4.5e-05,30779925_Somineni-H_crohn_s_disease
cg15050111,0.005,,4.5e-05,30779925_Somineni-H_crohn_s_disease
cg20510033,-0.039,,4.5e-05,30779925_Somineni-H_crohn_s_disease
cg25655096,0.051,,4.6e-05,30779925_Somineni-H_crohn_s_disease
cg20481655,0.031,,4.6e-05,30779925_Somineni-H_crohn_s_disease
cg13492133,0.021,,4.6e-05,30779925_Somineni-H_crohn_s_disease
cg00812761,0.035,,4.6e-05,30779925_Somineni-H_crohn_s_disease
cg25283432,0.014,,4.7e-05,30779925_Somineni-H_crohn_s_disease
cg20010135,-0.036,,4.8e-05,30779925_Somineni-H_crohn_s_disease
cg19070398,0.063,,4.8e-05,30779925_Somineni-H_crohn_s_disease
cg10922280,0.031,,4.8e-05,30779925_Somineni-H_crohn_s_disease
cg26578983,0.042,,4.8e-05,30779925_Somineni-H_crohn_s_disease
cg01403532,0.029,,4.9e-05,30779925_Somineni-H_crohn_s_disease
cg05279866,0.042,,5e-05,30779925_Somineni-H_crohn_s_disease
cg21411490,-0.006,,5e-05,30779925_Somineni-H_crohn_s_disease
cg10241823,0.042,,5e-05,30779925_Somineni-H_crohn_s_disease
cg08281590,0.011,,5e-05,30779925_Somineni-H_crohn_s_disease
cg14868222,0.029,,5e-05,30779925_Somineni-H_crohn_s_disease
cg26680989,0.038,,5e-05,30779925_Somineni-H_crohn_s_disease
cg02264895,0.034,,5.1e-05,30779925_Somineni-H_crohn_s_disease
cg03419646,0.02,,5.1e-05,30779925_Somineni-H_crohn_s_disease
cg27042523,0.04,,5.1e-05,30779925_Somineni-H_crohn_s_disease
cg26540004,0.041,,5.2e-05,30779925_Somineni-H_crohn_s_disease
cg07026910,0.031,,5.2e-05,30779925_Somineni-H_crohn_s_disease
cg17927313,0.018,,5.2e-05,30779925_Somineni-H_crohn_s_disease
cg12962778,0.034,,5.2e-05,30779925_Somineni-H_crohn_s_disease
cg11684450,0.038,,5.3e-05,30779925_Somineni-H_crohn_s_disease
cg17489748,-0.015,,5.3e-05,30779925_Somineni-H_crohn_s_disease
cg27589742,0.071,,5.3e-05,30779925_Somineni-H_crohn_s_disease
cg03481855,0.021,,5.3e-05,30779925_Somineni-H_crohn_s_disease
cg14139311,0.019,,5.3e-05,30779925_Somineni-H_crohn_s_disease
cg25690897,0.052,,5.4e-05,30779925_Somineni-H_crohn_s_disease
cg20338754,0.035,,5.4e-05,30779925_Somineni-H_crohn_s_disease
cg04348689,0.036,,5.4e-05,30779925_Somineni-H_crohn_s_disease
cg06494185,0.033,,5.5e-05,30779925_Somineni-H_crohn_s_disease
cg25356736,0.032,,5.5e-05,30779925_Somineni-H_crohn_s_disease
cg20519581,-0.039,,5.6e-05,30779925_Somineni-H_crohn_s_disease
cg27064708,-0.033,,5.6e-05,30779925_Somineni-H_crohn_s_disease
cg01774027,-0.029,,5.6e-05,30779925_Somineni-H_crohn_s_disease
cg24628310,0.032,,5.6e-05,30779925_Somineni-H_crohn_s_disease
cg00813162,0.019,,5.6e-05,30779925_Somineni-H_crohn_s_disease
cg00294382,0.024,,5.7e-05,30779925_Somineni-H_crohn_s_disease
cg04260676,0.035,,5.7e-05,30779925_Somineni-H_crohn_s_disease
cg12476487,0.03,,5.7e-05,30779925_Somineni-H_crohn_s_disease
cg13471521,0.036,,5.7e-05,30779925_Somineni-H_crohn_s_disease
cg06103243,-0.022,,5.8e-05,30779925_Somineni-H_crohn_s_disease
cg12458003,0.031,,5.8e-05,30779925_Somineni-H_crohn_s_disease
cg20830994,0.022,,5.8e-05,30779925_Somineni-H_crohn_s_disease
cg22840076,0.032,,5.9e-05,30779925_Somineni-H_crohn_s_disease
cg07710211,0.044,,5.9e-05,30779925_Somineni-H_crohn_s_disease
cg21124940,0.026,,5.9e-05,30779925_Somineni-H_crohn_s_disease
cg05931265,0.014,,5.9e-05,30779925_Somineni-H_crohn_s_disease
cg20671910,0.032,,6.1e-05,30779925_Somineni-H_crohn_s_disease
cg00986580,0.048,,6.1e-05,30779925_Somineni-H_crohn_s_disease
cg10187792,0.013,,6.1e-05,30779925_Somineni-H_crohn_s_disease
cg20025658,0.03,,6.1e-05,30779925_Somineni-H_crohn_s_disease
cg22268231,0.025,,6.1e-05,30779925_Somineni-H_crohn_s_disease
cg05008975,0.022,,6.2e-05,30779925_Somineni-H_crohn_s_disease
cg17496887,0.035,,6.2e-05,30779925_Somineni-H_crohn_s_disease
cg13803234,0.043,,6.2e-05,30779925_Somineni-H_crohn_s_disease
cg11586890,0.021,,6.3e-05,30779925_Somineni-H_crohn_s_disease
cg08182171,0.029,,6.4e-05,30779925_Somineni-H_crohn_s_disease
cg16570507,0.036,,6.4e-05,30779925_Somineni-H_crohn_s_disease
cg04321224,0.048,,6.5e-05,30779925_Somineni-H_crohn_s_disease
cg16847760,0.041,,6.5e-05,30779925_Somineni-H_crohn_s_disease
cg26188726,0.033,,6.4e-05,30779925_Somineni-H_crohn_s_disease
cg23470227,0.039,,6.5e-05,30779925_Somineni-H_crohn_s_disease
cg03602500,0.023,,6.6e-05,30779925_Somineni-H_crohn_s_disease
cg26775538,0.034,,6.6e-05,30779925_Somineni-H_crohn_s_disease
cg19668476,0.017,,6.6e-05,30779925_Somineni-H_crohn_s_disease
cg14622996,0.029,,6.6e-05,30779925_Somineni-H_crohn_s_disease
cg01317029,0.022,,6.7e-05,30779925_Somineni-H_crohn_s_disease
cg09766547,0.045,,6.7e-05,30779925_Somineni-H_crohn_s_disease
cg10180440,-0.041,,6.7e-05,30779925_Somineni-H_crohn_s_disease
cg01973483,0.029,,6.8e-05,30779925_Somineni-H_crohn_s_disease
cg21764632,0.013,,6.8e-05,30779925_Somineni-H_crohn_s_disease
cg24133905,0.033,,6.9e-05,30779925_Somineni-H_crohn_s_disease
cg06825448,0.018,,6.9e-05,30779925_Somineni-H_crohn_s_disease
cg09017117,0.046,,6.9e-05,30779925_Somineni-H_crohn_s_disease
cg10813980,0.038,,6.9e-05,30779925_Somineni-H_crohn_s_disease
cg11739399,0.033,,6.9e-05,30779925_Somineni-H_crohn_s_disease
cg24667510,0.025,,6.9e-05,30779925_Somineni-H_crohn_s_disease
cg25786273,0.026,,6.9e-05,30779925_Somineni-H_crohn_s_disease
cg11878712,0.032,,7e-05,30779925_Somineni-H_crohn_s_disease
cg19445588,0.033,,7e-05,30779925_Somineni-H_crohn_s_disease
cg26182859,0.036,,7.1e-05,30779925_Somineni-H_crohn_s_disease
cg27469606,-0.032,,7.1e-05,30779925_Somineni-H_crohn_s_disease
cg20458044,-0.026,,7.1e-05,30779925_Somineni-H_crohn_s_disease
cg14242207,0.027,,7.2e-05,30779925_Somineni-H_crohn_s_disease
cg01153613,0.037,,7.2e-05,30779925_Somineni-H_crohn_s_disease
cg09849319,0.042,,7.3e-05,30779925_Somineni-H_crohn_s_disease
cg10696062,0.032,,7.3e-05,30779925_Somineni-H_crohn_s_disease
cg00069642,0.031,,7.3e-05,30779925_Somineni-H_crohn_s_disease
