CpG,Beta,SE,P,StudyID
cg19273694,0.07,0.0143,9.9e-07,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg19304800,0.221,0.0527,2.9e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg19358520,0.125,0.0281,8.6e-06,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg19458497,0.136,0.0344,7.6e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg19695507,0.12,0.0292,4.4e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg19868934,0.158,0.0377,2.9e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg20050113,0.054,0.012,8e-06,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg20164390,-0.079,0.0171,3.9e-06,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg20173011,0.116,0.0248,3.1e-06,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg20216752,0.114,0.0263,1.5e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg20360704,0.174,0.0438,6.9e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg20382144,0.066,0.0155,2.3e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg20384898,0.872,0.2061,2.3e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg20433386,0.093,0.0235,7.8e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg20506037,0.194,0.0438,9.8e-06,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg20699097,0.146,0.0368,7.3e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg20809087,0.089,0.0222,6.2e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg20968821,0.163,0.036,5.7e-06,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg21047367,0.048,0.0117,4.7e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg01437439,0.148,0.0338,1.2e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg01459052,0.121,0.0284,1.9e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg01589580,0.153,0.0344,8e-06,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg01631319,0.128,0.0304,2.4e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg21454485,0.099,0.0238,3.1e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg21513088,-0.037,0.009,4.3e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg21690489,0.418,0.0872,1.7e-06,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg21937660,0.049,0.0122,5.8e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg21942572,0.112,0.0256,1.3e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg22047013,0.096,0.0232,3.7e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg22083199,0.114,0.0281,4.6e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg22299097,0.107,0.027,7e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg22346032,-0.203,0.046,9.8e-06,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg22562591,0.171,0.0425,5.9e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg22594055,-0.357,0.0899,7.1e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg22623033,0.119,0.0279,2.2e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg22842860,0.059,0.0151,9.1e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg22858169,0.138,0.0344,5.9e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg23072086,0.27,0.0643,2.7e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg23276829,0.115,0.0263,1.1e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg23287547,0.692,0.1422,1.2e-06,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg23490822,0.137,0.0308,9e-06,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg23570590,0.201,0.0509,8.1e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg23985447,0.1,0.0231,1.3e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg24038255,0.172,0.0333,2.6e-07,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg24142464,0.222,0.0428,2.1e-07,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg24215531,0.097,0.023,2.7e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg24251439,0.119,0.0294,5.1e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg24406619,0.159,0.0403,8.1e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg01693063,0.146,0.0367,7.1e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg01735049,0.221,0.0554,6.7e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg01791000,0.154,0.0383,5.7e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg24469729,0.099,0.0254,9.3e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg24486037,-0.272,0.0615,9.7e-06,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg24828151,0.349,0.0751,3.4e-06,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg24843003,0.097,0.0248,9e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg25024717,0.057,0.0136,2.4e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg25199254,0.04,0.0095,2.4e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg25250998,0.209,0.0524,6.7e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg25329734,0.297,0.0575,2.3e-07,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg26065909,-0.269,0.0613,1.2e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg26089541,0.08,0.0186,1.8e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg26238771,0.059,0.0135,1.5e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg26468478,0.885,0.1602,3.4e-08,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg26672452,0.158,0.0399,7.9e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg26730763,0.263,0.0543,1.2e-06,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg26818464,-0.075,0.0174,1.5e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg26849931,0.146,0.0334,1.2e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg26854298,0.071,0.0178,6.4e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg26901352,0.125,0.0315,6.7e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg26931526,0.078,0.0199,9.5e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg26941823,0.098,0.0247,6.9e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg27086690,0.064,0.0138,3.4e-06,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg27217148,0.221,0.0451,9.5e-07,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
cg02019873,-0.185,0.0452,4.1e-05,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_
