CpG,Beta,SE,P,StudyID
cg16801797,22,4.3,4.8e-07,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg16855355,30,5.4,3.9e-08,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg17086398,12,3,6.9e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg17086773,12,3.1,6.6e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg17214383,-33,7,2e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg17313709,10,2.7,9.9e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg17330097,21,4.9,2e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg17343451,25,5.7,9.1e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg17411792,26,5.2,5.5e-07,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg17466510,23,4.3,6e-08,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg17469471,25,6.3,7.7e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg17528967,-29,6.4,7.5e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg17533477,-16,3.5,2.4e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg17736772,27,6.9,9.5e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg17753475,-26,6.5,5.8e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg17803589,48,11,8.3e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg17803993,-14,3.5,6.4e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg17807448,27,6,8.2e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg17865265,27,6.6,5.3e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg17922226,27,6.5,3.5e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg17944885,15,3.2,4.2e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg17953136,25,4.7,1.4e-07,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg17975379,27,6.5,3.7e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg18016128,35,6.9,2.4e-07,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg18057618,28,7.2,8.6e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg18090646,28,6.6,2.1e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg18091465,-37,6.7,3.4e-08,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg18114313,29,5.8,6.3e-07,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg18125510,-13,3,1.7e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg18181703,-17,3.5,1.7e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg18183961,29,5.4,1.3e-07,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg18513344,-22,5.3,3.9e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg18589858,31,7.6,4.6e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg18599081,23,4.5,2.4e-07,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg18608055,-21,5.2,7.9e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg18642567,-14,3.5,4.8e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg18651578,29,5.7,3.6e-07,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg18731202,11,2.3,2.3e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg18792381,12,2.9,2.8e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg18835596,21,5,2.9e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg18949794,25,4.9,4.8e-07,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg18967788,-25,5.8,1.4e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg18991417,17,4.2,4.4e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg01212284,24,5,2.2e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg01235659,19,4.9,7.5e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg01236081,11,2.8,7.8e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg01249134,-14,3.3,9.4e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg01371233,28,6.7,3.1e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg01452189,24,5.3,5.3e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg19560014,12,2.8,3.9e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg19588519,33,5.8,1.2e-08,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg19616339,30,6.1,5.4e-07,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg19715167,30,7.4,4.4e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg19751754,-11,2.7,5.8e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg20034202,25,5.6,7.8e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg20056076,43,7.7,3e-08,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg20141108,22,4.7,3.6e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg20172563,24,5.7,2.4e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg20416874,45,10,2.1e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg20530056,28,6.8,4.2e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg20546777,27,6.6,3.6e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg20551922,21,4.9,1.6e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg20821276,28,7,6.4e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg20970369,24,4.8,6.4e-07,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg21088159,-27,6.4,2.8e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg21303039,25,5.4,2.7e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg21439763,-24,6.1,5.4e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg21508639,26,6.4,4.6e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg21530210,-18,3.8,3.1e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg21535931,-9.7,2.3,3.3e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg21598389,-12,3,3.5e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg21683390,11,2.8,8.6e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg21789440,-18,4.4,2.3e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg22140793,14,3.2,1.7e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg22167498,-30,7.7,8.4e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg22192412,-29,7.2,4.6e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg22196977,-32,7,3.9e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg22257056,36,8.7,4e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg22386583,15,3.8,5.7e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg22491111,-42,10,3.4e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg22497907,47,10,5.1e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg22590032,31,7.1,1.1e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg22647738,20,4.2,1.8e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg22777724,-18,4.6,9e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg22809017,45,7.2,4.3e-10,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg22964495,-29,7.1,4.8e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg01621943,20,5,5.4e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg01671681,-13,3.2,6.2e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg01718231,-22,4.6,2.1e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg01747036,-21,5.3,5.6e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg01787285,-15,3.4,9.1e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg23037469,24,5.5,8.2e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg23113715,17,4.3,5.6e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg23202949,25,5.9,2.2e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg23320499,22,5.3,2.1e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg23350385,17,4,2.8e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg23571857,18,4.5,4.4e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg23598480,38,7.2,1.4e-07,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg23745290,-14,3.6,7.3e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg23935522,15,3.8,6.8e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg23954724,-29,7,4.6e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg24091195,-24,6.1,6.7e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg24163658,18,4.1,7.5e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg24166100,20,4.4,6.7e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg24296397,23,5.4,2.5e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg24413918,18,3.4,1.7e-07,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg24667510,28,6.8,4.1e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg24714606,-29,5.9,9.1e-07,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg24773560,18,4.3,1.7e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg24883413,-31,7.2,1.9e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg25189201,32,7.8,3.2e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg25318579,30,6.8,1.1e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg25356736,27,5.4,7e-07,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg25389145,24,5.5,1.5e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg25558617,25,5.8,2.3e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg25581932,26,5.3,1.2e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg25763292,29,6.2,3.3e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg25767870,25,5.8,2.1e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg25790365,27,5.8,2.9e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg25869889,17,4.4,7.7e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg25876227,-33,8.4,8.8e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg25941075,17,4.2,7.6e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg25956062,-31,7.7,6.9e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg25976340,34,7.3,4.4e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg26001125,34,8.8,9.7e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg26009832,16,3.8,3.4e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg26029292,20,4.9,3.3e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg26158133,22,5.5,6.9e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg26227957,24,4.8,9.9e-07,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg26325430,29,6.3,2.8e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg26361436,-19,4.7,6.4e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg26402435,-17,4,3.9e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg26528255,-22,5.5,7.9e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg26672098,25,6.1,4.5e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg26680989,23,5.3,9.5e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg26701815,28,6.8,3.2e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg26725786,-16,4.1,7.7e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg01855013,28,6,2.7e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg01886663,35,6,1.1e-08,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg01976921,21,5.3,8.6e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg26804423,24,5.1,2.3e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg26846781,34,8.3,4.4e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg26861995,24,6.1,7.9e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg26942392,27,6.9,9.9e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg27049094,11,2.7,9.8e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg27068095,40,8.5,2.3e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg27150412,42,8.5,6.1e-07,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg27177006,-16,3.5,4.7e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg27180555,24,6,7e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg27258878,-24,5.2,5e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg27269917,36,7.9,6.1e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg27293155,20,4.2,2.9e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg27333706,18,4.5,8.5e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg27347104,-29,6.5,9e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg27470978,27,6.4,3.7e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg27586596,12,3.1,6.8e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg27601809,28,6.9,4.2e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg00701514,47,10,4.4e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg00852675,33,6.5,3.9e-07,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg01091261,25,6.1,4e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg01362515,25,5.8,1.4e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg03969079,24,6,4.1e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg04255937,26,5,2.2e-07,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg04374190,-24,5.7,3.3e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg05166473,21,4.7,6.6e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg07549526,-27,4.9,5.9e-08,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg07723258,15,3.8,9.1e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg08049640,-14,3.5,4.7e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg09221482,27,6.2,2.1e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg09977718,14,3.5,7.7e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg10381071,-18,4.4,3.2e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg11022236,34,8.3,3.6e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg11475555,34,8.3,3.4e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg11606444,17,4.2,8.1e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg12728588,23,5.7,6.9e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg15914828,-40,9.9,4.3e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg17572056,17,4.1,4.2e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg17808866,26,5.7,4.9e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg20809690,14,3.4,2.9e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg23091255,-120,27,2.2e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg24278165,18,3.6,6.5e-07,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg27665769,22,5.6,9.9e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg00645593,27,6.7,6.4e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg01101459,20,4.3,5.9e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg02738677,-16,4,5.1e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg03601886,-36,8.1,9e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg03609148,33,8.4,8.2e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg03731673,70,18,8.9e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg02123262,31,6.3,7.2e-07,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg02145310,29,6.7,1.5e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg02316506,26,6.1,2.6e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg02355304,-16,3.5,6.4e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg05278650,70,17,2.6e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg05509359,15,3.8,6.8e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg05934015,20,5.1,8.9e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg06015525,22,5.6,8e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg06745955,15,3.7,2.7e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg07402411,-69,17,7.1e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg07455406,-19,4.7,3.8e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg07550869,-31,7.8,9.3e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg07740693,-25,5.9,2.5e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg07808661,-56,13,1.7e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg07848310,-15,3.6,4e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg08054244,-57,13,1.6e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg08080174,14,3.6,6.5e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg08209163,24,5.7,2.3e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg08230695,55,12,1.2e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg08236388,78,19,4.5e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg08365438,-17,3.8,1.3e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg08441314,19,4.6,2.3e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg08796240,11,2.7,3.6e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg09352908,-22,5.2,2e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg09397044,-4.6,1.1,2.6e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg09535924,-22,5,8.8e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg10727759,28,6.8,2.9e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg10882304,45,11,7e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg11022944,21,5.1,2.4e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg11463612,53,12,1e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg11982252,-45,9.5,2.5e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg12056857,28,6,2.4e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg14023999,20,4.4,5.8e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg14942134,-68,16,3e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg15108048,-65,13,4.8e-07,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg15730116,33,7.8,1.9e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg16605745,-25,6,3.7e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg17095167,-15,3.8,8.4e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
