CpG,Beta,SE,P,StudyID
cg05830220,-0.0362,0.00798,9.4e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05836043,0.0444,0.00781,4.2e-08,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05845765,-0.0218,0.00479,8.7e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05849324,-0.0303,0.00598,8.7e-07,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05855065,-0.0251,0.00556,1e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05873111,-0.0127,0.00285,1.3e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05881762,-0.0241,0.00566,3e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05886367,-0.0172,0.00383,1.2e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05896524,0.1257,0.02595,2.4e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05898699,0.0313,0.00776,7.6e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05918715,0.1696,0.03471,2e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05929056,-0.0423,0.00813,4.5e-07,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05938207,0.0547,0.01136,2.7e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05951817,0.0321,0.00606,2.9e-07,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05968010,0.0413,0.0075,1.1e-07,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06008062,-0.0176,0.00426,5.3e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06008511,-0.0165,0.00338,1.9e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06011067,0.0407,0.00786,5.3e-07,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06039489,0.0391,0.00891,1.8e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06043048,0.0315,0.00759,4.7e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06065549,-0.0343,0.00575,1e-08,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06075311,0.0279,0.00403,4.9e-11,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06094126,-0.0132,0.00323,6.5e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06102954,0.0403,0.00966,4.4e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06108461,-0.073,0.01809,7.6e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06118351,0.0818,0.01986,5.5e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06126713,-0.0363,0.00768,4.2e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06177459,0.0735,0.01255,1.8e-08,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06181697,-0.0304,0.00706,2.4e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06192883,0.026,0.00493,3.1e-07,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06268161,-0.0248,0.00485,6.7e-07,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06281850,-0.0159,0.0034,5.2e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06291107,0.0166,0.00373,1.4e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06316104,-0.1206,0.02495,2.5e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06318624,0.0235,0.00564,4.4e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06321808,-0.0343,0.00816,3.8e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06324048,-0.0269,0.00579,5.7e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06329735,0.0693,0.01614,2.6e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06357748,0.0322,0.00773,4.6e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06359132,-0.0376,0.00648,2.2e-08,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06362966,0.0107,0.0024,1.3e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06363129,-0.0433,0.00792,1.3e-07,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06366107,-0.0209,0.00361,2.6e-08,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06369624,-0.0155,0.00303,6.9e-07,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06371628,0.0614,0.01015,6.4e-09,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06391982,-0.0144,0.00327,1.7e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06401999,-0.0144,0.00343,3.9e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06414073,-0.0157,0.00299,3.6e-07,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06424894,-0.0648,0.00984,3.3e-10,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06430688,-0.1183,0.02897,6.2e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06442199,0.0484,0.00958,9.1e-07,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06473363,-0.0299,0.00565,2.9e-07,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06495347,0.0135,0.00327,5.3e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06513375,0.0762,0.01575,2.5e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06539629,-0.0385,0.00721,2.3e-07,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06563504,-0.0172,0.00401,2.7e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06585734,0.0218,0.00506,2.4e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06612016,0.0414,0.00659,1.9e-09,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06623151,-0.0201,0.00419,2.9e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06624358,0.0409,0.00961,3.1e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06632549,0.0187,0.00443,3.6e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06663305,0.0511,0.01261,7.1e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06683487,-0.0181,0.0041,1.5e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06704969,0.0374,0.00823,9.3e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06715330,0.0271,0.00479,4.8e-08,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06726860,-0.0374,0.00733,7.4e-07,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06729093,-0.0293,0.00524,6.5e-08,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06735598,-0.0191,0.00454,3.9e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06737907,-0.0216,0.0048,1.1e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06740227,0.0515,0.01155,1.3e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06752040,0.0299,0.0075,9e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06755258,-0.018,0.00444,7.2e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06768944,0.0299,0.00668,1.2e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06789517,-0.0565,0.01214,5.6e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06802565,0.0109,0.00205,2.8e-07,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06818777,0.0173,0.00428,7.5e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06821929,0.014,0.0034,5.5e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06836102,-0.0221,0.00532,4.5e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06847168,-0.0282,0.00539,3.8e-07,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06850787,0.0391,0.00924,3.3e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06851207,0.0952,0.01433,2.4e-10,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06852575,-0.0272,0.00602,1e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06878548,-0.032,0.00785,6.5e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06885284,-0.013,0.00248,3.4e-07,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06897661,0.0222,0.00471,4.1e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06911238,0.023,0.00451,7.5e-07,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06911613,0.0515,0.00889,2.3e-08,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06958216,0.0195,0.00371,3.6e-07,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06960717,-0.0858,0.02101,6.2e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06965195,0.0297,0.00719,5.3e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06969622,0.0197,0.00429,7.5e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06978288,-0.0197,0.00421,5e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06980341,0.0082,0.00204,7.9e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06981309,-0.0361,0.00837,2.4e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06996423,0.0135,0.00336,8e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06997226,-0.0348,0.00662,3.4e-07,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07011168,0.0241,0.00445,1.7e-07,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07016075,-0.0228,0.00561,6.9e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07018435,-0.0593,0.00958,3e-09,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07020979,0.0609,0.01235,1.6e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07030516,-0.0329,0.00824,8.7e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07043305,-0.0469,0.00881,2.4e-07,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07044276,-0.0392,0.00799,1.8e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07045469,0.0508,0.00858,1.2e-08,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07058694,0.0152,0.00349,2.1e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07059360,-0.0246,0.00469,3.8e-07,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07060794,-0.0144,0.00309,5.2e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07083023,-0.0292,0.00696,3.9e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07090813,-0.0252,0.00469,2e-07,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07091529,0.0221,0.00449,1.6e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07105285,-0.0324,0.00695,5.6e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07150145,-0.0138,0.00325,3.1e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07157030,-0.1056,0.02428,2.1e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07162820,0.0301,0.00694,2.2e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07195577,-0.0258,0.00612,3.6e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07220448,-0.0343,0.00725,4.1e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07224455,-0.0094,0.00236,9.5e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07233343,0.0192,0.00382,1.1e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07248440,-0.015,0.00371,7.2e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07277038,0.044,0.00982,1.2e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07278153,-0.016,0.00364,1.8e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07287949,0.0189,0.00461,6.2e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07302051,0.0422,0.00982,2.6e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07304315,0.0643,0.0121,2.7e-07,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07310677,-0.0447,0.0059,1.1e-12,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07322512,-0.0182,0.0033,9.8e-08,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07324633,0.0387,0.00708,1.2e-07,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07356549,0.0281,0.0048,1.6e-08,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07372520,0.0125,0.0027,5.8e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07421169,-0.039,0.00926,3.8e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07450021,0.0191,0.00471,7.3e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07469815,-0.0206,0.00517,9.3e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07472579,-0.0326,0.00766,3.1e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07496173,0.0317,0.00758,4.3e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07498874,-0.007,0.00124,6.1e-08,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07512993,0.0196,0.00434,1.1e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07515565,-0.0222,0.00489,9.7e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07516511,0.0502,0.01146,1.9e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07528484,0.0127,0.00299,3e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07536502,0.0224,0.00535,4e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07539709,0.0261,0.0065,8e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07549924,-0.0324,0.00735,1.6e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07550684,0.0698,0.01116,2e-09,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07573872,-0.0531,0.00841,1.5e-09,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07578618,0.0326,0.00625,4.3e-07,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07589235,-0.0348,0.00697,1.2e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07589531,-0.0776,0.01391,7.1e-08,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07589899,0.0421,0.0083,8.6e-07,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07593523,0.0448,0.00766,1.8e-08,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07636176,-0.0332,0.00716,6.3e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07643074,0.0381,0.0084,9.4e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07655261,0.0919,0.01858,1.5e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07665063,0.0316,0.00535,1.3e-08,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07675998,0.0125,0.00272,6.8e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07682160,0.017,0.00415,5.8e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07696006,0.0186,0.00388,3.2e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07697321,-0.0142,0.00329,2.2e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07703976,0.0227,0.00482,4.2e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07719512,0.0178,0.0041,2.1e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07735586,0.0433,0.0091,3.5e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07736657,-0.0287,0.00712,7.9e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07742396,-0.0169,0.00343,1.6e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07747299,0.0851,0.02075,5.8e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07752120,0.0406,0.01,6.8e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07758904,-0.0452,0.01126,8.2e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07764113,-0.0174,0.00422,5.6e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07769588,0.0179,0.0045,9e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07795766,0.0307,0.00708,2.2e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07798610,-0.0382,0.00847,1.1e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07803814,-0.0309,0.0062,1.3e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
