CpG,Beta,SE,P,StudyID
cg01427575,1.03,0.26,8.7e-05,31197173_Liu-J_fasting_glucose_base
cg11848788,-0.87,0.22,8.8e-05,31197173_Liu-J_fasting_glucose_base
cg14496375,-0.85,0.22,8.8e-05,31197173_Liu-J_fasting_glucose_base
cg07485754,-1.38,0.35,8.8e-05,31197173_Liu-J_fasting_glucose_base
cg20049273,-1.43,0.36,8.8e-05,31197173_Liu-J_fasting_glucose_base
cg11923617,-4.72,1.2,8.8e-05,31197173_Liu-J_fasting_glucose_base
cg10632000,1.22,0.31,8.9e-05,31197173_Liu-J_fasting_glucose_base
cg03470671,-1.03,0.26,8.9e-05,31197173_Liu-J_fasting_glucose_base
cg15702277,0.99,0.25,9e-05,31197173_Liu-J_fasting_glucose_base
cg03280108,1.02,0.26,9.1e-05,31197173_Liu-J_fasting_glucose_base
cg09045323,1.61,0.41,9.2e-05,31197173_Liu-J_fasting_glucose_base
cg07205589,1.32,0.34,9.3e-05,31197173_Liu-J_fasting_glucose_base
cg00137634,1.95,0.5,9.3e-05,31197173_Liu-J_fasting_glucose_base
cg09841774,-1.22,0.31,9.4e-05,31197173_Liu-J_fasting_glucose_base
cg04435885,0.87,0.22,9.4e-05,31197173_Liu-J_fasting_glucose_base
cg17804886,-0.92,0.24,9.5e-05,31197173_Liu-J_fasting_glucose_base
cg00728848,-1.28,0.33,9.5e-05,31197173_Liu-J_fasting_glucose_base
cg25903122,-1.72,0.44,9.5e-05,31197173_Liu-J_fasting_glucose_base
cg04342202,0.61,0.16,9.6e-05,31197173_Liu-J_fasting_glucose_base
cg13836518,0.76,0.2,9.6e-05,31197173_Liu-J_fasting_glucose_base
cg14544983,-5.71,1.46,9.6e-05,31197173_Liu-J_fasting_glucose_base
cg06586496,-1.76,0.45,9.7e-05,31197173_Liu-J_fasting_glucose_base
cg10941749,-1.01,0.26,9.7e-05,31197173_Liu-J_fasting_glucose_base
cg09875326,-1.33,0.34,9.8e-05,31197173_Liu-J_fasting_glucose_base
cg17649599,-2.05,0.53,9.8e-05,31197173_Liu-J_fasting_glucose_base
cg21221598,1.41,0.36,9.8e-05,31197173_Liu-J_fasting_glucose_base
cg27663123,-0.92,0.24,9.8e-05,31197173_Liu-J_fasting_glucose_base
cg27079680,0.85,0.22,9.8e-05,31197173_Liu-J_fasting_glucose_base
cg19682134,0.48,0.12,9.8e-05,31197173_Liu-J_fasting_glucose_base
cg27156259,-0.82,0.21,9.9e-05,31197173_Liu-J_fasting_glucose_base
